,imdb_score,director_name,movie_title
4345,5.2,William Kaufman,The Marine 4: Moving Target 
1832,5.2,Steve Carr,Paul Blart: Mall Cop 
1760,5.2,Adam Shankman,The Wedding Planner 
3200,5.2,Franklin J. Schaffner,Sphinx 
3239,5.2,Kim Farrant,Strangerland 
1251,5.2,Donald Petrie,Ri¢hie Ri¢h 
3959,5.2,Ruba Nadda,Inescapable 
1087,5.2,Keenen Ivory Wayans,Scary Movie 2 
2433,5.2,Bart Freundlich,Catch That Kid 
3240,5.2,Marcus Raboy,The Janky Promoters 
2345,5.2,Jane Clark,The Touch 
494,5.2,Barry Cook,Walking with Dinosaurs 3D 
72,5.2,Rob Cohen,The Mummy: Tomb of the Dragon Emperor 
1679,5.2,Nick Hurran,Little Black Book 
1229,5.2,Mark A.Z. Dippé,Spawn 
329,5.2,Frank Oz,The Stepford Wives 
955,5.2,Joe Roth,Christmas with the Kranks 
1455,5.2,Michael Rymer,Queen of the Damned 
2037,5.2,Sidney Lumet,The Wiz 
3748,5.2,Gonzalo López-Gallego,Apollo 18 
4700,5.2,Randy Moore,Escape from Tomorrow 
1847,5.2,Scott Stewart,Legion 
1850,5.2,Jonathan Frakes,Clockstoppers 
2529,5.2,Jack Smight,Damnation Alley 
1515,5.2,Hugh Johnson,Chill Factor 
1481,5.2,Kimble Rendall,Bait 
1995,5.2,Rachel Talalay,Tank Girl 
2262,5.2,Catherine Hardwicke,Twilight 
723,5.2,Lawrence Guterman,Cats & Dogs 
1863,5.2,Alan Shapiro,Flipper 
1223,5.2,David R. Ellis,The Final Destination 
4684,5.2,Oliver Blackburn,Donkey Punch 
4906,5.1,Stevan Mena,Malevolence 
4213,5.1,Robby Henson,Thr3e 
4313,5.1,Bruce McCulloch,Stealing Harvard 
2116,5.1,Camille Delamarre,The Transporter Refueled 
2823,5.1,Steve Pink,Hot Tub Time Machine 2 
4180,5.1,Michael Tiddes,A Haunted House 
3394,5.1,Steve Rash,Held Up 
475,5.1,Stephen Hopkins,Lost in Space 
1150,5.1,Roger Kumble,The Sweetest Thing 
1632,5.1,John Schultz,Like Mike 
4063,5.1,Charles Martin Smith,Air Bud 
2465,5.1,Gregor Jordan,The Informers 
916,5.1,Jay Chandrasekhar,The Dukes of Hazzard 
688,5.1,Stuart Beattie,"I, Frankenstein "
1955,5.1,Paul Feig,Unaccompanied Minors 
692,5.1,Sydney Pollack,Random Hearts 
1274,5.1,Chuck Russell,Bless the Child 
4800,5.1,Ray Griggs,I Want Your Money 
2642,5.1,John Whitesell,Malibu's Most Wanted 
301,5.1,Stefen Fangmeier,Eragon 
1965,5.1,Bruce McCulloch,Stealing Harvard 
1259,5.1,Jake Kasdan,Sex Tape 
1526,5.1,Raja Gosnell,Big Momma's House 
1199,5.1,David Zucker,Scary Movie 4 
2565,5.1,Karyn Kusama,Jennifer's Body 
2589,5.1,Amy Heckerling,Vamps 
3593,5.1,Stephen Hopkins,A Nightmare on Elm Street 5: The Dream Child 
2670,5.1,Martin Weisz,The Hills Have Eyes II 
242,5.1,Frédéric Forestier,Asterix at the Olympic Games 
1292,5.1,Stephen Kay,Get Carter 
2745,5.1,Dito Montiel,The Son of No One 
3427,5.1,Dennie Gordon,My Lucky Star 
2231,5.1,William Brent Bell,Stay Alive 
849,5.1,Wayne Wang,Maid in Manhattan 
1342,5.1,Robert Rodriguez,Spy Kids 2: Island of Lost Dreams 
2068,5.1,Fred Durst,The Longshots 
2494,5.1,John Hoffman,Good Boy! 
3464,5.1,Ernie Barbarash,Pound of Flesh 
4670,5.1,Shane Dawson,Not Cool 
4618,5.1,Kevin Hamedani,ZMD: Zombies of Mass Destruction 
1318,5.1,Geoffrey Sax,Alex Rider: Operation Stormbreaker 
1542,5.1,Brian Levant,Snow Dogs 
2699,5.1,Mark Piznarski,Here on Earth 
2045,5.1,Mary McGuckian,The Bridge of San Luis Rey 
3620,5.1,Zach Cregger,Miss March 
2885,5.1,Jon Hess,Excessive Force 
4248,5.1,Michael Herz,The Toxic Avenger Part II 
1025,5.1,William Friedkin,Jade 
1493,5.1,Brian Helgeland,The Order 
532,5.1,Renny Harlin,Exorcist: The Beginning 
1695,5.1,Bruce Hunt,The Cave 
3003,5.1,Lawrence Kasdan,Darling Companion 
3266,5.1,Valeri Milev,Re-Kill 
4437,5.1,Rob Zombie,The Lords of Salem 
3065,5.1,William A. Graham,Return to the Blue Lagoon 
1461,5.1,Rob Cohen,Alex Cross 
4948,5.1,Valentine,Romantic Schemer 
4397,5.1,Romesh Sharma,Dil Jo Bhi Kahey... 
2903,5.1,Stewart Hendler,Sorority Row 
1676,5.1,Ivan Reitman,My Super Ex-Girlfriend 
4136,5.1,Paolo Monico,Four Single Fathers 
132,5.1,Hoyt Yeatman,G-Force 
1641,5.1,Bobby Farrelly,The Three Stooges 
1476,5.1,Anne Fletcher,Hot Pursuit 
2340,5.1,Kevin Munroe,Dylan Dog: Dead of Night 
4365,5.1,Vijay Chandar,Vaalu 
4181,5.1,Dinesh D'Souza,2016: Obama's America 
3050,5.1,Reginald Hudlin,The Ladies Man 
1021,5.1,Roland Joffé,The Scarlet Letter 
3721,5.1,George Jackson,House Party 2 
3810,5.1,Mitch Davis,Christmas Eve 
2473,5.0,Richard Fleischer,Red Sonja 
2780,5.0,Bruce McCulloch,Superstar 
4999,5.0,Kirk Loudon,Dawn of the Crescent Moon 
745,5.0,M. Night Shyamalan,The Happening 
2787,5.0,Courtney Solomon,An American Haunting 
1904,5.0,Harald Zwart,Agent Cody Banks 
3334,5.0,David E. Talbert,Baggage Claim 
3219,5.0,Vincent Gallo,The Brown Bunny 
2984,5.0,Spike Lee,Girl 6 
2366,5.0,Rob Hawk,Fight Valley 
3723,5.0,Maurice Joyce,Doug's 1st Movie 
4108,5.0,Enrique Begne,Compadres 
2698,5.0,Dean Parisot,Home Fries 
2627,5.0,Simon West,When a Stranger Calls 
948,5.0,Frank Marshall,Congo 
2252,5.0,Michael J. Bassett,Silent Hill: Revelation 3D 
4756,5.0,Jonathan Parker,The Californians 
768,5.0,John Pasquin,Miss Congeniality 2: Armed and Fabulous 
1474,5.0,Wes Craven,Cursed 
3948,5.0,Dan Ireland,The Velocity of Gary 
1271,5.0,Jim Sheridan,Get Rich or Die Tryin' 
369,5.0,Walt Becker,Alvin and the Chipmunks: The Road Chip 
2196,5.0,Takashi Shimizu,The Grudge 2 
1469,5.0,John Singleton,Abduction 
954,5.0,Peter Hewitt,Garfield 
687,5.0,Nora Ephron,Lucky Numbers 
3099,5.0,Tyler Perry,Madea's Family Reunion 
789,5.0,Tim Hill,Garfield 2 
3712,5.0,Christopher Landon,Paranormal Activity: The Marked Ones 
3886,5.0,George A. Romero,Survival of the Dead 
3125,5.0,John Polson,Swimfan 
4113,5.0,,Creature             
4210,5.0,Benni Diez,Stung 
4215,5.0,Zackary Adler,The Rise of the Krays 
164,5.0,Rob Cohen,Stealth 
3372,5.0,Ken Shapiro,Modern Problems 
2302,5.0,Benson Lee,Battle of the Year 
4116,5.0,Bobby Roth,Brave New Girl 
3688,5.0,David Wain,The Ten 
2438,5.0,William A. Fraker,The Legend of the Lone Ranger 
2428,5.0,Kevin Tancharoen,Fame 
4538,5.0,Bradley Parker,Chernobyl Diaries 
2508,4.9,Michael Tollin,Summer Catch 
1528,4.9,Chris Gorak,The Darkest Hour 
4531,4.9,Mona Fastvold,The Sleepwalker 
2320,4.9,Mabrouk El Mechri,The Cold Light of Day 
258,4.9,Rob Letterman,Gulliver's Travels 
1030,4.9,George Armitage,The Big Bounce 
4146,4.9,Isaac Florentine,Close Range 
802,4.9,Brian Robbins,Meet Dave 
1134,4.9,George P. Cosmatos,Shadow Conspiracy 
4657,4.9,Nick Love,American Hero 
3471,4.9,Jonathan Liebesman,Darkness Falls 
4699,4.9,H.M. Coakley,Adulterers 
3739,4.9,Joe Chappelle,Halloween: The Curse of Michael Myers 
3681,4.9,James Toback,Harvard Man 
631,4.9,David Slade,The Twilight Saga: Eclipse 
2236,4.9,Robert Rodriguez,Shorts 
1178,4.9,Jamel Debbouze,Animal Kingdom: Let's go Ape 
197,4.9,M. Night Shyamalan,After Earth 
2679,4.9,Stephan Elliott,Eye of the Beholder 
2505,4.9,Erik White,Lottery Ticket 
3393,4.9,Matt Reeves,The Pallbearer 
1336,4.9,Richard Lester,Superman III 
2708,4.9,Mort Nathan,Boat Trip 
2751,4.9,Gerry Lively,Dungeons & Dragons: Wrath of the Dragon God 
4182,4.9,Rob Zombie,Halloween II 
3289,4.9,Kris Isacsson,Down to You 
427,4.9,Raja Gosnell,Scooby-Doo 
1774,4.9,Patrick Lussier,Dracula 2000 
1727,4.9,Reinhard Klooss,Animals United 
1123,4.9,Simon Wincer,The Phantom 
3709,4.9,Rachel Talalay,Freddy's Dead: The Final Nightmare 
771,4.9,Harold Ramis,Year One 
1787,4.9,John Carpenter,Ghosts of Mars 
2850,4.9,Chris Koch,Snow Day 
925,4.9,John Whitesell,Deck the Halls 
821,4.9,Frank Coraci,The Ridiculous 6 
465,4.9,Jan de Bont,The Haunting 
2575,4.9,Ronald Neame,Meteor 
1745,4.9,Don Mancini,Seed of Chucky 
1982,4.9,Stephen Gaghan,Abandon 
2559,4.9,Diane English,The Women 
2165,4.9,Ben Falcone,Tammy 
4329,4.9,Dave Payne,No Man's Land: The Rise of Reeker 
1992,4.9,J.B. Rogers,Say It Isn't So 
775,4.9,Donald Petrie,My Favorite Martian 
1877,4.9,Raja Gosnell,Scooby-Doo 2: Monsters Unleashed 
2645,4.9,Rob Zombie,Halloween II 
374,4.9,Rob Minkoff,The Haunted Mansion 
2040,4.9,Douglas McGrath,I Don't Know How She Does It 
813,4.9,Stephen Herek,Holy Man 
2790,4.9,Rick Famuyiwa,Our Family Wedding 
3519,4.8,Curtis Hanson,Losin' It 
406,4.8,Kevin Lima,102 Dalmatians 
4021,4.8,Daniel Petrie Jr.,Dawn Patrol 
4636,4.8,Richard Schenkman,And Then Came Love 
1299,4.8,Dennie Gordon,New York Minute 
4681,4.8,David S. Goyer,The Unborn 
1990,4.8,John Guillermin,Sheena 
4234,4.8,Shyam Madiraju,Eden 
1938,4.8,Simon Wincer,Crocodile Dundee in Los Angeles 
2350,4.8,Tom Walsh,Dwegons and Leprechauns 
4016,4.8,Charles Adelman,2:13 
2135,4.8,Stuart Gillard,Teenage Mutant Ninja Turtles III 
1781,4.8,Janusz Kaminski,Lost Souls 
226,4.8,McG,Charlie's Angels: Full Throttle 
1445,4.8,Gil Junger,Black Knight 
4245,4.8,Neil Mcenery-West,Containment 
2510,4.8,Robert Harmon,They 
4002,4.8,Gideon Raff,Train 
3915,4.8,Wes Craven,My Soul to Take 
2179,4.8,Tyler Perry,Madea's Witness Protection 
4958,4.8,Harry F. Millarde,Over the Hill to the Poorhouse 
3199,4.8,Jason Zada,The Forest 
4845,4.8,Bruce Dellis,Locker 13 
3817,4.8,Kevin Smith,Yoga Hosers 
1491,4.8,Hark Tsui,Knock Off 
2555,4.8,Christian E. Christiansen,The Roommate 
2273,4.8,Barry Levinson,Envy 
4593,4.8,Vivek Agnihotri,Chocolate: Deep Dark Secrets 
1721,4.8,Corey Yuen,DOA: Dead or Alive 
4453,4.8,Alex Ranarivelo,The Dog Lover 
1073,4.8,Brian Levant,The Flintstones 
2087,4.8,Luke Greenfield,The Animal 
799,4.8,Walter Hill,Supernova 
2208,4.8,John Luessenhop,Texas Chainsaw 3D 
5016,4.8,Joseph Mazzella,Dutch Kills 
3932,4.8,Ruggero Deodato,The Barbarians 
1365,4.8,David Leland,Virgin Territory 
3543,4.8,Kenny Ortega,High School Musical 2 
1962,4.8,Wes Craven,My Soul to Take 
3248,4.8,Taedong Park,Jungle Shuffle 
71,4.8,Barry Sonnenfeld,Wild Wild West 
3537,4.8,Francis Ford Coppola,Twixt 
2546,4.8,David S. Goyer,The Unborn 
806,4.8,Frank Miller,The Spirit 
1704,4.8,Nick Hamm,Godsend 
1706,4.8,Mike Disa,Hoodwinked Too! Hood vs. Evil 
1029,4.8,Ben Stiller,Zoolander 2 
3298,4.8,Linda Mendoza,Chasing Papi 
4138,4.8,Darin Scott,Something Wicked 
4307,4.8,Bill Muir,The Lost Medallion: The Adventures of Billy Stone 
2661,4.8,Phil Traill,All About Steve 
3451,4.8,Sacha Bennett,Outside Bet 
690,4.8,Rob Bowman,Elektra 
3966,4.7,Bruce Macdonald,The Perfect Wave 
4377,4.7,Richard Boddington,Against the Wild 
4394,4.7,Lluís Quílez,Out of the Dark 
3917,4.7,Michael Tiddes,A Haunted House 2 
2673,4.7,John Bonito,The Marine 
1277,4.7,Peter Hyams,The Musketeer 
1260,4.7,Diane Keaton,Hanging Up 
3962,4.7,Phil Joanou,The Veil 
4519,4.7,Harry Gantz,Sex with Strangers 
4817,4.7,Sam Firstenberg,American Ninja 2: The Confrontation 
1961,4.7,John Schlesinger,The Next Best Thing 
4797,4.7,Sue Corcoran,Gory Gory Hallelujah 
4012,4.7,Warren P. Sonoda,The Masked Saint 
4279,4.7,Steven Soderbergh,Full Frontal 
4229,4.7,Danny Steinmann,Friday the 13th: A New Beginning 
3133,4.7,Jamie Blanks,Valentine 
1899,4.7,Tyler Perry,A Madea Christmas 
3237,4.7,Katherine Dieckmann,Motherhood 
1250,4.7,Colin Strause,Aliens vs. Predator: Requiem 
4989,4.7,Daniel Mellitz,The Naked Ape 
1308,4.7,Jerry Jameson,Raise the Titanic 
560,4.7,Henry Selick,Monkeybone 
2155,4.7,Jim Sonzero,Pulse 
964,4.7,Angela Robinson,Herbie Fully Loaded 
822,4.7,Marc Lawrence,Did You Hear About the Morgans? 
884,4.7,Robert Butler,Turbulence 
3642,4.7,S.R. Bindler,"Surfer, Dude "
3866,4.7,Kabir Sadanand,Fugly 
1068,4.7,Jimmy Hayward,Jonah Hex 
1880,4.7,Michael Winterbottom,The Face of an Angel 
4624,4.7,Katie Aselton,Black Rock 
4294,4.6,Huck Botko,The Virginity Hit 
1497,4.6,Ronny Yu,Warriors of Virtue 
3426,4.6,Keith Parmer,Swelter 
3617,4.6,Deb Hagan,College 
1289,4.6,Paul Verhoeven,Showgirls 
2788,4.6,David Zucker,My Boss's Daughter 
5019,4.6,Marcus Nispel,Exeter 
1889,4.6,Charles Herman-Wurmfeld,"Legally Blonde 2: Red, White & Blonde "
2097,4.6,Mike Bigelow,Deuce Bigalow: European Gigolo 
4513,4.6,Jay Alaimo,The Wicked Within 
1218,4.6,John Whitesell,Big Momma's House 2 
2142,4.6,Katt Shea,The Rage: Carrie 2 
2164,4.6,Brian Levant,Are We There Yet? 
4184,4.6,Tommy Lee Wallace,Halloween III: Season of the Witch 
926,4.6,Chris Weitz,The Twilight Saga: New Moon 
472,4.6,Eric Brevig,Yogi Bear 
4326,4.6,Jeff Crook,Rockaway 
2028,4.6,Danny Cannon,I Still Know What You Did Last Summer 
2483,4.6,Brian A Miller,The Prince 
1954,4.6,Don Michael Paul,Half Past Dead 
2718,4.6,Mary Lambert,The In Crowd 
2687,4.6,Douglas Aarniokoski,Highlander: Endgame 
3914,4.6,James Melkonian,The Jerky Boys 
1928,4.6,Dwight H. Little,Anacondas: The Hunt for the Blood Orchid 
572,4.6,Steve Carr,Dr. Dolittle 2 
1693,4.6,Willard Huyck,Howard the Duck 
3909,4.6,DJ Pooh,The Wash 
1044,4.6,Chuck Bowman,The Tooth Fairy 
3006,4.6,Alan Rudolph,Breakfast of Champions 
2654,4.6,Sara Sugarman,Confessions of a Teenage Drama Queen 
3706,4.6,Henry Joost,Paranormal Activity 4 
3043,4.6,Rob Pritts,Corky Romano 
1092,4.6,Luis Llosa,Anaconda 
3898,4.6,Rob Cohen,The Boy Next Door 
4758,4.6,Alex Craig Mann,Detention of the Dead 
3796,4.6,Matthew Hastings,Decoys 
3776,4.6,Michael Polish,90 Minutes in Heaven 
3256,4.6,Douglas Aarniokoski,Nurse 3D 
4509,4.5,Justin Thomas Ostensen,Below Zero 
1395,4.5,Kirk De Micco,Space Chimps 
2593,4.5,Jesse Vaughan,Juwanna Mann 
2888,4.5,Mark Neveldine,The Vatican Tapes 
4976,4.5,Brett Piper,Queen Crab 
1508,4.5,Roland Joffé,The Lovers 
1472,4.5,Craig Mazin,Superhero Movie 
4341,4.5,Derick Martini,The Curse of Downers Grove 
1853,4.5,Kevin Allen,Agent Cody Banks 2: Destination London 
4879,4.5,Matt Cimber,Butterfly 
2785,4.5,Wes Craven,Vampire in Brooklyn 
2297,4.5,Les Mayfield,Code Name: The Cleaner 
3736,4.5,Rob Hedden,Friday the 13th Part VIII: Jason Takes Manhattan 
3806,4.5,Jim Amatulli,Flying By 
2958,4.5,Cheryl Dunye,My Baby's Daddy 
4037,4.5,Jennifer Finnigan,The Opposite Sex 
2746,4.5,Stefan Ruzowitzky,All the Queen's Men 
4303,4.5,Roland Emmerich,Stonewall 
3028,4.5,Kenny Ortega,High School Musical 3: Senior Year 
4846,4.5,Pece Dingo,Midnight Cabaret 
4849,4.5,Herb Freed,Graduation Day 
1312,4.5,Christian Duguay,Extreme Ops 
4718,4.5,Michael Walker,The Maid's Room 
2325,4.5,Nancy Walker,Can't Stop the Music 
3265,4.5,Gary Sherman,Poltergeist III 
3756,4.5,Bille Woodruff,The Perfect Match 
577,4.5,Renny Harlin,Driven 
2684,4.5,Tom Green,Freddy Got Fingered 
84,4.5,Roland Joffé,The Lovers 
1062,4.5,Paul Bolger,Happily N'Ever After 
3246,4.5,Robert Adetuyi,You Got Served: Beat the World 
597,4.5,Betty Thomas,Alvin and the Chipmunks: The Squeakquel 
3294,4.5,Glen Morgan,Black Christmas 
3812,4.4,Paul Schrader,Dying of the Light 
2441,4.4,Courtney Solomon,Getaway 
4881,4.4,Andrew Hyatt,The Frozen 
988,4.4,Steven Seagal,On Deadly Ground 
2176,4.4,Tyler Perry,Why Did I Get Married Too? 
2482,4.4,Kasi Lemmons,Black Nativity 
3813,4.4,Vicky Jewson,Born of War 
3702,4.4,Stiles White,Ouija 
3786,4.4,James Manera,Atlas Shrugged: Who Is John Galt? 
4090,4.4,Peter M. Cohen,Whipped 
747,4.4,Brian Robbins,The Shaggy Dog 
4339,4.4,Tanner Beard,The Legend of Hell's Gate: An American Conspiracy 
743,4.4,David McNally,Kangaroo Jack 
1276,4.4,John Frankenheimer,The Island of Dr. Moreau 
1683,4.4,Kurt Wimmer,Ultraviolet 
281,4.4,Peter Chelsom,Town & Country 
392,4.4,Andrey Konchalovskiy,The Nutcracker in 3D 
2797,4.4,James Isaac,Jason X 
3140,4.4,Colin Strause,Skyline 
448,4.4,Mike Mitchell,Alvin and the Chipmunks: Chipwrecked 
507,4.4,Andrés Couturier,Top Cat Begins 
2585,4.4,Jessy Terrero,Soul Plane 
1316,4.4,Marc F. Adler,Delgo 
1551,4.4,John Whitesell,"Big Mommas: Like Father, Like Son "
1351,4.4,Andy Fickman,Paul Blart: Mall Cop 2 
4469,4.3,Paul Donovan,Def-Con 4 
2941,4.3,Christopher Erskin,Johnson Family Vacation 
1102,4.3,Joel Zwick,Fat Albert 
3895,4.3,Duane Journey,Hansel & Gretel Get Baked 
790,4.3,Lee Tamahori,xXx: State of the Union 
2890,4.3,Angelina Jolie Pitt,In the Land of Blood and Honey 
389,4.3,Josh Trank,Fantastic Four 
995,4.3,Andrew Bergman,Striptease 
3665,4.3,Ashish R. Mohan,Khiladi 786 
1858,4.3,Andrew Morahan,Highlander: The Final Dimension 
4070,4.3,Adam Marcus,Jason Goes to Hell: The Final Friday 
831,4.3,Mark Neveldine,Ghost Rider: Spirit of Vengeance 
4848,4.3,Étienne Faure,Bizarre 
431,4.3,Brad Peyton,Cats & Dogs: The Revenge of Kitty Galore 
426,4.3,Peter Segal,Nutty Professor II: The Klumps 
4865,4.3,Al Franklin,Teeth and Blood 
4854,4.3,Ken Del Conte,Death Calls 
4148,4.3,Michael Polish,Amnesiac 
4430,4.3,Mark Brown,The Salon 
4859,4.3,Daniel Columbie,Amidst the Devil's Wings 
4232,4.3,Hayley Cloake,Impact Point 
3073,4.3,Lisa Azuelos,LOL 
249,4.3,Josh Trank,Fantastic Four 
2304,4.3,David Zucker,An American Carol 
3169,4.3,Elizabeth Banks,Movie 43 
4782,4.3,Alec Asten,Diamond Ruff 
2283,4.3,Charles T. Kanganis,3 Ninjas Kick Back 
3033,4.3,Brian Trenchard-Smith,Drive Hard 
701,4.3,Keenen Ivory Wayans,Littleman 
333,4.3,Michael Patrick King,Sex and the City 2 
4391,4.3,Dave Meyers,Foolish 
3433,4.2,Michael Winnick,Code of Honor 
3183,4.2,Allan Arkush,Heartbeeps 
3319,4.2,Meiert Avis,Undiscovered 
3801,4.2,Oren Peli,Area 51 
3238,4.2,William Dear,Free Style 
3805,4.2,Bob Saget,Farce of the Penguins 
1495,4.2,Peter Hewitt,Zoom 
4545,4.2,William Brent Bell,The Devil Inside 
4514,4.2,Dylan Bank,Bleeding Hearts 
1608,4.2,Peter Chelsom,Hannah Montana: The Movie 
140,4.2,M. Night Shyamalan,The Last Airbender 
505,4.2,Peter Hyams,A Sound of Thunder 
996,4.2,Tom Dey,Marmaduke 
4956,4.2,Travis Cluff,The Gallows 
1294,4.2,Elaine May,Ishtar 
887,4.2,Jonathan Frakes,Thunderbirds 
4669,4.2,Catherine Jelski,The Young Unknowns 
629,4.2,Renny Harlin,The Legend of Hercules 
3964,4.2,Chris Stokes,No Vacancy 
627,4.2,Michael Caton-Jones,Basic Instinct 2 
2365,4.1,Tyler Perry,I Can Do Bad All by Myself 
4606,4.1,Brian Trenchard-Smith,In Her Line of Fire 
3185,4.1,Eric Bross,On the Line 
1700,4.1,Chris Roberts,Wing Commander 
2476,4.1,Tyler Perry,Madea Goes to Jail 
4980,4.1,Joseph Green,The Brain That Wouldn't Die 
4122,4.1,Deon Taylor,Chain Letter 
1731,4.1,Maksim Fadeev,A Warrior's Tail 
3152,4.1,Morgan Spurlock,One Direction: This Is Us 
533,4.1,David Kellogg,Inspector Gadget 
4483,4.1,Spike Lee,Da Sweet Blood of Jesus 
5004,4.1,Mike Bruce,The Legend of God's Gun 
518,4.1,Des McAnuff,The Adventures of Rocky & Bullwinkle 
2113,4.1,Brian Trenchard-Smith,Megiddo: The Omega Code 2 
2186,4.1,Stephen Kay,Boogeyman 
1309,4.1,Mic Rodgers,Universal Soldier: The Return 
1991,4.1,Marcos Siega,Underclassman 
2530,4.1,Todd Lincoln,The Apparition 
2671,4.1,John Ottman,Urban Legends: Final Cut 
4790,4.1,Eric England,Roadside 
2649,4.1,Rick Rosenthal,Halloween: Resurrection 
1191,4.1,Robert Rodriguez,Spy Kids 3-D: Game Over 
1996,4.1,Jeffrey W. Byrd,King's Ransom 
1190,4.1,Sam Taylor-Johnson,Fifty Shades of Grey 
2015,4.1,Mario Van Peebles,Red Sky 
3495,4.1,Sharron Miller,Alien Zone 
5024,4.0,Jason Trost,All Superheroes Must Die 
1718,4.0,Steve Boyum,Supercross 
1287,4.0,Joseph Kahn,Torque 
3407,4.0,Michael Winner,The Wicked Lady 
4153,4.0,Hank Braxtan,Unnatural 
4693,4.0,Emily Dell,B-Girl 
4892,4.0,Al Silliman Jr.,The Stewardesses 
3487,4.0,Matt Bettinelli-Olpin,Devil's Due 
3910,4.0,DJ Pooh,3 Strikes 
2662,4.0,Joe Berlinger,Book of Shadows: Blair Witch 2 
3905,4.0,Ed Gass-Donnelly,The Last Exorcism Part II 
4889,4.0,James O'Brien,Western Religion 
1862,4.0,David O. Russell,Accidental Love 
2461,4.0,Zack Ward,Restoration 
1169,4.0,Annabel Jankel,Super Mario Bros. 
4772,4.0,Warren Sheppard,Fight to the Finish 
2258,4.0,Peter Hastings,The Country Bears 
1968,4.0,David R. Ellis,Shark Night 3D 
2112,3.9,Fred Dekker,RoboCop 3 
2408,3.9,Nelson McCormick,Prom Night 
4908,3.9,Eric Valette,Super Hybrid 
2043,3.9,Steve Boyum,Meet the Deedles 
3241,3.9,Scott Marshall,Blonde Ambition 
2220,3.9,Eric Valette,One Missed Call 
4139,3.9,Christian Sesma,AWOL-72 
4868,3.9,Paul Schrader,The Canyons 
3997,3.9,Michael Martin,I Got the Hook Up 
4704,3.9,Travis Romero,Treachery 
2807,3.9,Stephen Carpenter,Soul Survivors 
4626,3.9,D. Stevens,The Pet 
4325,3.9,Simon Yin,Supercapitalist 
4219,3.9,Carmen Marron,Go for It! 
3742,3.8,Mickey Liddell,The Haunting of Molly Hartley 
4507,3.8,Adam Jay Epstein,Extreme Movie 
704,3.8,Marco Schnabel,The Love Guru 
4510,3.8,Brenton Spencer,Crowsnest 
808,3.8,Uwe Boll,In the Name of the King: A Dungeon Siege Tale 
3252,3.8,Jason Connery,The Devil's Tomb 
2865,3.8,Daisy von Scherler Mayer,Woo 
4623,3.8,David DeCoteau,Doc Holliday's Revenge 
1480,3.8,Roger Kumble,Furry Vengeance 
321,3.8,Ron Underwood,The Adventures of Pluto Nash 
3634,3.8,Sylvio Tabet,Beastmaster 2: Through the Portal of Time 
2115,3.8,Hugh Wilson,Dudley Do-Right 
1447,3.8,Steven E. de Souza,Street Fighter 
273,3.8,Bo Welch,The Cat in the Hat 
1660,3.7,John R. Leonetti,Mortal Kombat: Annihilation 
4400,3.7,Travis Zariwny,Cabin Fever 
5002,3.7,Collin Joseph Neal,"Run, Hide, Die "
1033,3.7,Andrzej Bartkowiak,Street Fighter: The Legend of Chun-Li 
4479,3.7,Deryck Broom,The Lion of Judah 
2162,3.7,Raja Gosnell,Beverly Hills Chihuahua 
2786,3.7,John Boorman,Exorcist II: The Heretic 
267,3.7,Jan de Bont,Speed 2: Cruise Control 
217,3.7,Joel Schumacher,Batman & Robin 
621,3.6,Wych Kaosayananda,Ballistic: Ecks vs. Sever 
1824,3.6,Robert Rodriguez,Spy Kids: All the Time in the World in 4D 
818,3.6,Brian Levant,The Flintstones in Viva Rock Vegas 
2574,3.6,Lance Rivera,The Cookout 
3216,3.6,Guy Ritchie,Swept Away 
2833,3.6,Hyung-rae Shim,The Last Godfather 
4448,3.6,Russell Friedenberg,Wind Walkers 
4968,3.6,Patrick Ryan Sims,Echo Dr. 
4578,3.6,José Luis Valenzuela,Luminarias 
1564,3.6,Hyung-rae Shim,Dragon Wars: D-War 
3564,3.6,Louis Morneau,Bats 
2817,3.6,Bo Zenga,Stan Helsing 
2518,3.6,Sidney J. Furie,Superman IV: The Quest for Peace 
2371,3.6,Britt Allcroft,Thomas and the Magic Railroad 
